Date,OXY,AXP,MDLZ,VZ,BA,CAT,JPM,PEP,CVX,EXC,KO,COP,DIS,1715651D,XOM,GE,AMZN,HD,IBM,JNJ,MCD,MRK,MMM,RTN,BAC,PFE,GOOG,PG,ACN,T,RTX,WMT,CSCO,SLB,INTC,MSFT,C,SO,AIG,HON,MO,GS,ABT,BKNG,TXN,DVN,GOOGL,APC,UNP,UNH,BLK,PM,BK,WBA,MET,1856613D,BRK/B,BMY,AMGN,AAPL,CMCSA,MA,ORCL,CL,ABBV,COST,TWX,TGT,CELG,1697067D,TFCF,EMC,EMR,GM,KMI,V,GILD,FDX,META,F,BIIB,GD,PYPL,QCOM,HAL,SBUX,USB,AGN,MS,ALL,LLY,LOW,SPG,UPS,MDT,CVS,LMT,COF,TFCFA,NKE,NSC,WFC,KHC,DHR,DUK,NEE,CHTR,PEP,DD,NVDA,NFLX,TMO,ADBE,DOW,EXC,AMT,CRM,TSLA,LIN,AVGO,HON,TMUS
11-01-2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12-01-2015,74.9197,89.5,36.87,47.08,130.87,86.89,58.83,96.42,105.88,26.1196,42.64,63.07,94.46,70.6866,90.33,184.4064,14.571,104.42,149.4259,104.58,93.01,59.4047,160.74,106.65,16.68,31.0643,24.56,89.92,89.51,25.2774,67.504,90.02,28.05,78.05,36.6,46.6,50.38,49.71,52.36,93.7246,50.92,185.07,45.58,1039.98,53.12,59.13,24.853,75.05,113.97,102.55,346.93,83.05,38.47,75.7,44.9399,119.56,148.28,62.18,156.22,27.313,28.085,83.36,43.27,68.26,65.76,142.52,84.05,76.63,117,44.15,33.81,28.94,60.17,35.84,41.61,65.005,101.21,172.57,76.72,15.22,320.396,137.9,#N/A N/A,73.57,38.54,40.115,42.56,272.28,36.37,69.7,69.42,67.85,196.76,109.64,74.47,97.2,194.47,79.06,35.38,47.93,101.97,52.05,#N/A N/A,64.0212,85.01,26.5925,181.21,#N/A N/A,62.8169,4.9225,45.547,128.5,71.12,#N/A N/A,#N/A N/A,98.98,57.73,13.481,126.37,103.16,#N/A N/A,#N/A N/A
13-01-2015,74.9397,89.23,36.625,47.18,131.17,86.37,58.84,96.35,104.2,26.0341,42.63,62.44,95.19,69.4801,90,183.4836,14.737,103.73,149.7793,104.76,92.83,59.2998,160.62,106.15,16.45,30.7515,24.741,90.3,89.83,25.2774,67.439,89.31,28.095,77.78,36.5,46.355,50.02,49.68,51.87,94.391,51.32,184.93,44.61,1037.82,52.79,58.89,25.09,75.8,111.83,103.07,347.98,83.1,38.4,75.26,44.3874,117.86,148.63,63.12,155.14,27.555,28.42,83.55,42.93,68.73,63.39,141.09,85.16,75.95,119.98,43.61,33.56,28.65,60.08,35.25,40.89,65.195,97.21,171.5,76.45,15.21,324.909,137.79,#N/A N/A,72.97,38.29,40.435,42.1,269.9,36.03,70.12,69.38,67.86,196.89,110.11,72.79,97.24,194.35,78.39,35.13,47.505,101.49,51.85,#N/A N/A,63.9302,85.47,26.6975,181.818,#N/A N/A,62.0486,4.9138,46.256,128.34,70.59,#N/A N/A,#N/A N/A,97.88,57.97,13.617,125.5,102.58,#N/A N/A,#N/A N/A
14-01-2015,75.4495,87.07,36.545,46.97,130.38,86.07,56.81,96.67,103.9,26.3264,42.56,62.62,94.23,69.2997,89.74,182.8684,14.664,102.64,148.8146,104,91.54,59.7289,159.84,106.05,16.04,30.7894,24.975,89.99,88.78,25.1567,66.956,86.61,27.92,78.39,36.35,45.955,49.05,50.19,51.38,93.953,51.73,180.23,44.28,1035.67,52.71,58.5,25.297,77.35,111.36,103.33,345.75,83.42,37.43,74.99,43.6121,117.51,147.82,62.95,155.16,27.45,27.91,83.46,43.06,68.45,63.7,139.31,82.39,74.33,121.1,43.43,33.3,28.14,59.62,34.3,41.22,63.89,99.26,172.75,76.28,15.11,321.234,137.35,#N/A N/A,72.22,38.34,40.21,41.34,266.42,35.21,69.43,69.76,67.39,198.63,109.37,71.77,97.33,193.23,76.75,34.86,46.855,101.07,51.25,#N/A N/A,62.9222,85.69,26.8625,174.884,#N/A N/A,61.7924,4.935,46.32,126.2,69.99,#N/A N/A,#N/A N/A,97.26,57.25,12.846,124.59,103.39,#N/A N/A,#N/A N/A
15-01-2015,75.9593,85.88,36.54,47.1,130.14,84.32,54.99,96.67,102.67,26.576,42.38,61.41,94.35,69.4896,88.96,181.3304,14.348,101.01,147.6397,102.49,91.38,59.0042,159.66,105.87,15.2,30.7135,25.021,89.86,88.17,25.1038,66.956,87.38,27.41,76.63,36.19,45.48,47.23,50.8,50.4,92.4489,52.47,178.49,43.95,998.25,52.385,57.86,25.2,75.48,110.8,104.46,342.45,82.82,37.25,74.78,42.7567,117.32,147.58,61.63,151.92,26.705,28,82.25,42.63,68.32,62.89,139.31,82.42,75.67,118.27,43.31,33.12,27.81,59.38,33.43,40.77,63.2825,97.4,173.85,74.05,14.86,313.064,137.71,#N/A N/A,71.38,37.33,39.79,40.94,263.75,34.58,69.23,69.74,66.35,200.07,109.29,71.9,97.17,192.37,76.95,34.59,46.405,101.84,50.72,#N/A N/A,62.1718,86.76,26.76,177.494,#N/A N/A,61.6217,4.9,46.251,124.13,70.29,#N/A N/A,#N/A N/A,96.28,55.11,12.791,124.47,101.32,#N/A N/A,#N/A N/A
16-01-2015,78.0285,86.04,36.94,47.99,130.78,83.86,55.93,97.29,105.12,26.6544,42.53,63.08,95.18,70.5346,91.12,181.4073,14.537,104.12,150.0945,104.04,91.49,60.1007,162,105.73,15.38,31.0927,25.334,91.25,88.89,25.5114,68.507,86.77,27.68,81.33,36.45,46.24,47.61,51.35,51.11,93.5056,53.05,177.23,44.49,1008.22,53.285,60.7,25.523,78.45,111.9,105.77,348.07,82.7,37.46,76.03,43.6567,117.59,149.21,62.31,158.43,26.498,28.385,83.8,43.51,69.17,64.54,139.72,83.18,74.94,121.81,44.79,33.59,27.88,60.35,33.68,41.53,63.7375,100.71,176.76,75.18,15.02,324.918,139.07,#N/A N/A,71.29,39.13,40.305,41.52,268.66,34.89,70.84,70.68,67.99,200.8,110.3,72.76,98.74,194.71,76.65,34.94,46.495,103.58,51.64,#N/A N/A,62.5584,87.35,27.055,178.18,#N/A N/A,63.7275,4.99,48.191,125.29,71.73,#N/A N/A,#N/A N/A,97.42,56.64,12.871,123.53,103.82,#N/A N/A,#N/A N/A
17-01-2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18-01-2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19-01-2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20-01-2015,77.9785,87.26,37.02,48.18,131.22,83.97,55.71,97.51,106.47,26.5617,43.16,63.19,94.74,70.6391,91.09,183.4067,14.472,103.25,149.913,101.29,90.8,59.7003,161.94,106.13,15.26,31.3771,25.276,91.19,88.62,25.6246,69.321,86.69,28.07,80.48,36.09,46.39,47.26,51.66,50.65,94.2291,53.83,175.63,44.22,1024.95,53.805,59.64,25.497,77.77,113.95,105.62,346.59,83.58,37.24,76.05,43.4339,117.57,148.63,62.45,157.6,27.18,27.905,84.26,43.9,68.96,63.45,139.38,80.35,73.67,123.25,44.13,32.78,27.74,60.48,33.93,41.82,64.21,103.78,179.13,76.24,15.01,334.618,138.09,#N/A N/A,72.48,39.83,40.6125,41.21,269.01,34.75,70.36,72.03,66.52,199.63,111.31,72.2,98.37,195.75,77.39,34.115,46.805,103.45,52,#N/A N/A,62.8843,87.69,27.2325,172.672,#N/A N/A,62.7884,5.005,49.829,125.24,71.49,#N/A N/A,#N/A N/A,97.13,57.29,12.795,124.91,104.87,#N/A N/A,#N/A N/A
21-01-2015,79.208,87.67,37.15,48.25,132.41,85.37,55.89,97.4,108.16,27.0894,43.36,64.54,94.17,70.4681,91.87,184.8678,14.863,103.53,145.2709,101.9,90.34,59.2712,162.54,106.16,15.41,30.9411,25.831,90.73,88.34,25.6624,70.206,86.64,27.84,82.21,36.48,45.92,47.74,52.01,50.83,94.4862,54.27,177.15,44.06,1045.53,54.28,61.6,26.02,80.74,114.4,109.32,349.5,84.55,37.55,75.59,43.9062,118.28,147.18,61.95,157.38,27.388,27.885,83.72,43.49,68.35,62.7,139.14,80.73,73.95,122.22,44.74,32.65,27.71,60.98,33.89,42,64.32,103.58,178.69,76.74,14.97,333.277,138.89,#N/A N/A,71.59,40.69,40.645,42.2,275.77,34.73,70.3,72.24,67.32,200.22,111.68,73.06,99.5,195.5,77.21,33.91,46.755,104.35,52.1,#N/A N/A,63.1041,88.68,27.4725,172.252,#N/A N/A,63.6563,5.075,58.469,125.36,71.54,#N/A N/A,#N/A N/A,96.75,57.71,13.105,125.67,105.38,#N/A N/A,#N/A N/A
22-01-2015,78.8281,84.37,37.59,47.8,135.64,86.82,57.59,98.9,108.92,26.5617,43.78,65.3,95.15,71.3326,92.87,186.7134,15.516,106.07,148.4229,103.76,90.89,59.6812,165.89,107.58,16.09,31.1022,26.646,91.62,89.5,25.5039,71.043,88.3,28.5,82.14,36.91,47.13,49.57,52.13,52.28,94.6194,54.66,182.04,44.49,1049.68,54.97,61.25,26.865,81.52,119.83,113.85,360.79,85.16,38.72,76.02,44.7439,120,150.15,62.09,159.57,28.1,28.285,84.38,44.05,69.32,62.98,141.27,81.72,75.77,123.71,45.36,33.385,28.54,59.81,33.82,42.08,64.4,105.14,181.4,77.65,15.03,325.747,141.21,#N/A N/A,71.905,40.82,41.37,43.43,278.01,35.53,71.95,72.46,69.55,204.03,114.25,75.48,100.28,198.09,76.2,34.56,47.925,106.09,53.77,#N/A N/A,64.0439,88.63,27.3875,175.835,#N/A N/A,64.5385,5.1625,61.206,127,73.48,#N/A N/A,#N/A N/A,98.83,58,13.441,127.46,105.2,#N/A N/A,#N/A N/A
23-01-2015,78.8181,84.13,36.94,47.15,134.62,85.61,56.68,98.53,106.85,26.6473,43.31,64.65,94.72,70.0976,90.89,188.2514,15.619,105.37,148.8814,102.2,89.56,59.5858,164.02,106.8,15.73,30.7609,26.924,90.08,89.22,25.1869,70.766,88.51,28.21,82,36.445,47.18,48.62,52.23,51.51,97.5802,54.19,180.49,43.86,1037.99,55.06,60.16,27.098,81.44,120.09,112,355.12,82.82,36.9,75.59,43.4607,118.45,149.12,62.07,159.81,28.245,28.155,84.39,44.19,67.14,62.43,142.05,79.97,75.29,123.89,44.57,33.24,28.7,58.12,33.75,42.27,64.5725,105.54,176.01,77.83,14.91,329.321,141.32,#N/A N/A,72.175,40.99,44.11,43.32,279.12,35.15,71.43,72.13,69.71,203.11,102.93,76.95,100.62,197.44,77.6,34.29,48.08,104.78,53.26,#N/A N/A,63.7711,88.72,27.37,175.769,#N/A N/A,63.4144,5.1775,62.494,124.87,74.06,#N/A N/A,#N/A N/A,99.6,58.62,13.419,126.34,106.98,#N/A N/A,#N/A N/A
24-01-2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25-01-2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26-01-2015,80.2876,83.3,36.58,46.96,134.07,86.03,56.77,98.69,108.88,26.6259,43,65.82,94.97,70.4016,91.76,189.0973,15.483,106.36,149.3494,102.26,90.67,59.9005,164.24,106.5,15.85,31.0927,26.687,89.58,89.08,25.0435,70.04,88.63,27.97,83.68,35.805,47.01,48.89,52.23,51.21,96.9994,54.44,180.42,44.15,1041.86,55.05,61.72,26.836,82.66,121.33,111.61,357.39,83.05,37.42,75.84,43.4785,119.11,149.7,62.46,159.73,28.275,28.345,83.6,43.9,66.29,62.83,142.905,80.97,75.25,124.12,44.56,33.42,28.33,59.43,33.7,42.27,64.1325,107.11,176.66,77.495,15.08,333.844,140.06,#N/A N/A,72.61,41.46,44.06,43.53,285.02,35.11,71.73,72.11,70.44,205.16,102.35,75.59,101.01,195.68,78.19,34.54,48.175,106.11,53.58,#N/A N/A,63.4073,88.55,27.4375,174.939,#N/A N/A,63.4002,5.1537,63.794,125.64,72.74,#N/A N/A,#N/A N/A,101.76,59.78,13.77,124.52,106.73,#N/A N/A,#N/A N/A
27-01-2015,79.3779,82.4,36.08,46.35,132.48,79.85,56.2,96.72,108.26,26.6758,42.39,65.54,93.97,69.5181,90.95,187.4824,15.338,105.16,146.7801,102.09,89.57,59.6526,163.63,104.78,15.63,30.9031,25.86,86.49,86.16,24.7642,70.282,87.53,26.9,84.55,34.185,42.66,48.31,52.42,50.47,96.057,54.56,176.49,43.68,1013.86,54.83,62.1,26.06,82.65,120.86,110.01,351.48,81.6,36.74,74.93,42.8903,118.62,147.65,61.99,158.89,27.285,28.1775,81.77,43.4,65.66,63.1,140.99,80.64,74.76,122.36,44.17,32.985,27.41,57.3,33.42,42.43,62.7475,105.03,173.88,75.78,14.85,329.653,137.2,#N/A N/A,71.77,41.5,44.17,42.98,280.2,34.66,71.44,71.73,69.85,204.68,100.85,75.26,100.82,190.55,76.77,34.16,47.25,104.19,52.97,#N/A N/A,64.15,88.72,27.805,172.998,#N/A N/A,62.8453,4.9075,64.881,124.88,71.46,#N/A N/A,#N/A N/A,100.39,57.79,13.732,123.2,104.79,#N/A N/A,#N/A N/A
28-01-2015,76.4691,81.73,35.665,46.05,139.64,80.01,54.75,95.72,103.71,26.3835,41.92,62.58,92.67,68.1217,87.95,183.3298,15.196,104.74,144.7551,101.48,88.78,58.5942,163.94,104.57,15.2,30.287,25.43,85.15,84.36,24.6661,68.961,86.82,26.805,80.75,33.775,41.19,47.11,52.17,49.21,95.0288,54.01,173.05,43.41,1003.25,53.935,58.43,25.621,79.18,119.15,108.46,345.03,80.58,35.66,73.77,41.7408,117.35,144.78,61.33,154.64,28.828,27.295,80.74,42.69,65.12,61.85,139.62,78.89,74.26,118.97,43.03,32.35,26.6,56.23,32.84,41.36,61.59,102.45,171.45,76.24,14.46,323.472,136.4,#N/A N/A,70.99,39.47,43.7825,42.1,273.88,33.77,70.32,70.97,69.22,203.51,99.3,73.41,99.6,189.25,74.45,33.56,46.655,103,52.16,#N/A N/A,62.7933,87.85,27.48,166.556,#N/A N/A,61.2233,4.8275,63.209,124.34,70.25,#N/A N/A,#N/A N/A,98.88,56.35,13.291,122.63,105,#N/A N/A,#N/A N/A
29-01-2015,78.2784,82,35.74,46.11,147.78,80,55.67,96.03,103,26.4049,42.1,62.82,93.22,69.0717,87.58,185.1754,15.589,107.62,148.5089,102.38,93.27,59.2044,166.13,102,15.43,30.1732,25.463,85.67,85.64,24.8774,68.684,87.72,27.22,81.9,34.21,42.01,47.62,52.79,49.26,95.362,54.39,175.99,45.26,1014.74,54.67,58.72,25.662,80.14,120.09,109.39,346.94,81.22,36.44,74.57,41.7675,118.49,146.29,61.14,156.37,29.725,26.935,81.38,42.86,69.03,63.12,140.64,79.73,75.49,120.87,45.01,32.57,26.4,56.88,33.16,40.71,62,104.18,172.89,78,14.85,325.379,134.48,#N/A N/A,63.69,39.57,44.525,42.57,273.25,34.37,71.05,72.11,69.93,204.76,100.42,73.01,100.11,192.5,74.96,33.855,47.435,103.79,52.76,#N/A N/A,63.6119,89.36,27.915,168.198,#N/A N/A,64.0405,4.945,63.4,127.96,71.64,#N/A N/A,#N/A N/A,98.42,58.1,13.68,121.45,106.53,#N/A N/A,#N/A N/A
30-01-2015,79.9677,80.69,35.24,45.71,145.37,79.97,54.38,93.78,102.53,25.6989,41.17,62.98,90.96,67.6467,87.42,183.7143,17.726,104.42,146.4362,100.14,92.44,57.4785,162.3,100.05,15.15,29.6234,26.653,84.29,84.03,24.8472,67.699,84.98,26.365,82.39,33.04,40.4,46.95,50.72,48.87,93.0677,53.1,172.41,44.76,1009.48,53.45,60.27,26.877,81.75,117.21,106.25,340.51,80.24,36,73.75,41.4378,117.98,143.91,60.27,152.26,29.29,26.5725,82.03,41.89,67.52,60.35,142.99,77.93,73.61,119.16,45.16,31.85,25.93,56.94,32.62,41.05,63.7275,104.83,169.11,75.91,14.71,358.456,133.21,#N/A N/A,62.46,39.99,43.765,41.91,266.54,33.81,69.79,72,67.76,198.66,98.84,71.4,98.16,188.37,73.21,33.16,46.125,101.97,51.92,#N/A N/A,62.4371,87.14,27.31,167.126,#N/A N/A,64.2539,4.8012,63.114,125.21,70.13,#N/A N/A,#N/A N/A,96.95,56.45,13.573,120.59,102.88,#N/A N/A,#N/A N/A
